Mootmisaeg,Kunda,Ristna,Vaike-Maarja,Toravere,Sorve,Viljandi,Narva-Joesuu,Kuusiku,Laane-Nigula,Parnu,Mustvee,Voru,Tyri,Valga,Tallinn
08.04.2014,57,38,67,58,38,47,95,45,47,30,36,66,56,73,43
09.04.2014,57,38,67,58,43,47,95,45,48,29,36,66,56,72,42
10.04.2014,57,38,67,58,35,47,95,45,48,29,36,66,56,72,42
11.04.2014,57,39,67,58,36,47,95,46,48,30,36,67,56,73,43
12.04.2014,57,38,68,59,36,47,96,45,48,31,37,68,57,73,43
13.04.2014,56,38,67,60,35,47,96,45,47,30,37,69,56,73,42
14.04.2014,57,38,67,58,35,47,95,45,47,29,37,66,56,73,42
15.04.2014,57,38,67,58,35,47,96,46,48,30,37,66,56,73,43
16.04.2014,57,38,67,58,35,47,96,45,48,29,36,66,56,73,42
17.04.2014,57,38,67,58,35,47,96,45,48,30,37,66,56,73,42
18.04.2014,57,38,68,59,36,48,97,46,48,30,37,67,57,74,43
19.04.2014,59,38,68,59,36,48,98,46,49,30,37,68,57,74,43
20.04.2014,59,39,68,59,36,48,98,47,49,31,37,69,58,75,43
21.04.2014,59,39,68,59,36,48,99,47,49,31,37,69,58,75,43
22.04.2014,60,39,69,60,37,49,99,47,50,31,38,70,59,76,43
23.04.2014,58,39,68,60,37,48,98,46,49,30,37,70,58,76,42
24.04.2014,58,39,69,60,36,49,99,47,49,30,37,70,58,76,42
25.04.2014,58,40,69,61,37,49,99,47,50,31,38,71,59,77,43
26.04.2014,59,40,70,61,37,50,100,48,50,31,38,72,59,78,43
27.04.2014,60,40,71,61,37,50,101,49,51,31,39,73,60,78,43
28.04.2014,60,41,71,61,38,50,101,49,51,31,39,73,60,79,43
29.04.2014,59,41,71,62,38,51,101,48,51,31,39,73,60,79,43
30.04.2014,58,41,71,62,38,50,101,48,51,31,39,73,60,79,43
01.05.2014,59,42,71,62,38,51,101,50,52,32,39,73,61,79,43
02.05.2014,58,39,70,60,37,49,101,46,48,31,38,70,58,76,43
03.05.2014,59,39,70,60,38,49,101,46,49,31,38,71,58,76,43
04.05.2014,,,,,,,,,,,,,,,
05.05.2014,,,,,,,,,,,,,,,
06.05.2014,,,,,,,,,,,,,,,
07.05.2014,,,,,,,,,,,,,,,
08.05.2014,,,,,,,,,,,,,,,
09.05.2014,,,,,,,,,,,,,,,
10.05.2014,,,,,,,,,,,,,,,
11.05.2014,57,43,67,59,37,48,94,48,52,34,38,67,57,75,45
12.05.2014,56,40,67,58,36,47,95,46,49,32,37,67,56,74,43
13.05.2014,62,38,71,62,36,49,104,46,48,31,44,72,58,75,45
14.05.2014,57,38,67,57,36,46,96,45,48,31,37,65,55,71,43
15.05.2014,56,39,66,58,36,47,94,46,48,31,36,66,56,72,42
16.05.2014,57,39,67,58,37,47,95,46,49,31,36,66,57,73,42
17.05.2014,57,39,67,58,37,47,95,46,49,31,36,67,57,73,42
18.05.2014,59,40,68,60,38,49,98,47,50,32,37,69,59,76,43
19.05.2014,60,42,70,63,39,51,100,49,51,33,38,71,61,79,44
20.05.2014,62,41,71,62,37,52,100,49,52,34,40,71,62,77,44
21.05.2014,64,42,68,62,37,49,98,48,52,34,39,71,58,75,43
22.05.2014,61,42,67,61,38,47,98,46,51,32,38,70,57,73,43
23.05.2014,57,42,67,60,38,48,100,47,52,32,37,71,58,75,43
24.05.2014,58,43,68,61,39,48,101,48,52,32,38,72,58,76,44
25.05.2014,59,43,69,66,39,49,103,49,53,33,39,74,59,80,44
26.05.2014,59,43,70,59,39,49,103,49,53,33,38,73,60,74,43
27.05.2014,59,44,69,59,39,49,104,48,53,32,38,73,59,75,43
28.05.2014,59,42,69,59,38,48,100,49,52,32,38,72,59,75,44
29.05.2014,57,42,68,60,38,49,100,48,53,32,38,73,59,76,44
30.05.2014,57,42,67,59,38,49,101,48,52,32,38,73,59,76,43
31.05.2014,58,43,68,59,39,49,102,48,53,33,38,73,60,77,43
01.06.2014,57,42,68,60,39,49,102,48,53,33,38,76,60,78,43
02.06.2014,59,43,69,63,39,50,103,49,53,34,40,73,61,78,43
03.06.2014,57,43,69,59,40,50,101,49,54,33,39,72,60,77,44
04.06.2014,58,43,69,59,40,50,103,48,53,34,38,72,60,78,44
05.06.2014,59,44,71,63,40,51,105,50,54,34,39,74,63,80,45
06.06.2014,61,44,74,61,40,52,106,50,54,34,44,75,61,81,44
07.06.2014,59,43,66,58,39,49,100,49,52,33,38,74,60,73,43
08.06.2014,59,44,68,60,40,50,97,49,53,35,38,74,61,74,44
09.06.2014,58,44,68,60,40,50,96,48,54,33,39,75,59,75,45
10.06.2014,58,43,65,59,40,50,96,49,54,33,37,73,58,75,44
11.06.2014,59,43,66,58,39,50,98,49,53,33,36,73,58,75,43
12.06.2014,61,44,69,60,40,51,99,52,55,34,39,75,60,76,46
13.06.2014,58,40,66,58,38,50,97,46,50,33,37,72,57,75,43
14.06.2014,57,40,65,57,38,48,97,46,50,33,36,72,56,73,43
15.06.2014,57,40,66,58,37,47,98,46,50,32,36,70,56,72,43
16.06.2014,57,40,66,59,38,48,99,47,51,33,37,71,58,74,43
17.06.2014,57,40,66,57,38,47,97,47,50,32,37,69,56,72,43
18.06.2014,57,41,65,57,38,47,95,46,51,32,37,68,56,71,43
19.06.2014,58,41,67,58,38,48,96,47,52,33,37,68,57,73,43
20.06.2014,56,41,66,58,38,47,95,46,50,32,36,69,56,74,43
21.06.2014,56,41,65,56,38,46,96,46,51,32,36,66,56,71,43
22.06.2014,58,42,68,59,38,48,95,47,52,33,38,68,58,74,44
23.06.2014,55,42,65,57,39,46,95,47,50,33,36,66,55,71,43
24.06.2014,56,41,66,57,37,47,95,47,51,33,36,67,56,72,43
25.06.2014,56,41,66,57,37,46,95,47,51,32,37,66,56,72,43
26.06.2014,57,41,66,58,38,47,96,48,53,33,37,66,57,72,43
27.06.2014,57,42,66,58,38,47,97,47,51,33,37,67,58,72,43
28.06.2014,58,42,67,58,39,47,98,48,52,33,38,66,58,73,43
29.06.2014,61,42,72,62,44,53,102,55,56,42,44,68,65,76,48
30.06.2014,64,42,78,61,37,56,104,51,51,36,67,66,64,72,46
01.07.2014,63,42,72,67,37,53,100,50,51,37,44,75,59,82,45
02.07.2014,56,42,64,58,37,46,94,45,49,32,36,65,55,71,43
03.07.2014,57,43,64,57,37,47,94,47,51,32,36,65,55,71,44
04.07.2014,56,42,65,57,37,47,95,45,50,32,37,66,56,72,43
05.07.2014,57,43,65,58,38,48,95,46,51,32,37,66,57,72,43
06.07.2014,58,43,66,59,38,50,96,46,52,33,37,68,58,73,43
07.07.2014,58,43,66,59,39,47,97,47,53,33,38,68,59,74,44
08.07.2014,59,43,67,59,39,47,99,47,53,33,38,69,59,75,43
09.07.2014,59,43,68,60,39,48,100,47,53,33,38,70,60,75,43
10.07.2014,58,43,68,60,39,48,100,47,53,34,39,70,60,76,43
11.07.2014,58,43,68,60,39,48,101,48,54,33,39,70,60,76,43
12.07.2014,60,44,69,62,40,49,103,49,54,35,40,72,62,78,44
13.07.2014,60,47,71,62,43,56,105,52,57,36,41,73,64,80,45
14.07.2014,61,43,71,63,40,49,106,48,52,34,42,73,61,75,44
15.07.2014,60,42,71,62,40,49,106,48,53,34,41,73,61,76,44
16.07.2014,60,42,71,62,39,48,107,48,53,34,39,73,61,75,44
17.07.2014,60,43,72,63,39,49,107,49,54,34,40,73,62,76,44
18.07.2014,61,43,73,64,39,50,109,50,54,35,40,74,63,77,44
19.07.2014,60,43,72,64,39,50,109,50,54,35,40,74,62,79,44
20.07.2014,60,43,72,65,40,51,108,51,55,36,41,76,62,78,44
21.07.2014,59,44,72,60,40,49,109,48,52,33,40,71,62,78,44
22.07.2014,59,43,72,60,40,50,109,49,53,34,40,72,63,79,44
23.07.2014,60,44,73,62,41,51,111,50,54,34,41,73,63,80,45
24.07.2014,61,43,74,63,40,51,111,52,55,36,42,74,64,81,45
25.07.2014,61,44,74,63,41,52,112,51,55,35,41,74,64,81,45
26.07.2014,62,44,76,64,40,52,112,52,56,35,42,75,65,82,45
27.07.2014,62,44,76,64,42,52,113,52,55,35,42,76,66,82,45
28.07.2014,61,44,76,67,41,55,113,52,56,36,42,78,66,85,45
29.07.2014,61,45,76,64,41,52,113,52,56,36,43,78,66,79,46
30.07.2014,62,45,77,63,41,52,110,52,56,36,42,74,66,79,45
31.07.2014,63,45,80,64,41,56,112,56,57,38,44,75,69,81,46
01.08.2014,59,43,73,63,39,49,110,49,54,34,41,74,60,79,44
02.08.2014,59,43,75,65,40,50,112,50,55,35,41,75,62,81,44
03.08.2014,59,45,75,65,41,51,113,51,55,35,42,75,63,82,45
04.08.2014,59,45,76,66,41,52,114,51,56,35,42,75,63,82,45
05.08.2014,59,45,76,67,41,52,115,52,56,35,42,76,64,83,45
06.08.2014,59,45,77,67,41,52,115,52,56,36,42,76,65,83,45
07.08.2014,59,44,78,69,41,55,117,53,56,36,44,77,66,87,46
08.08.2014,59,44,77,67,40,51,116,51,56,35,42,77,64,82,45
09.08.2014,61,44,78,71,40,53,116,52,56,37,44,77,65,84,45
10.08.2014,61,44,78,63,41,50,116,53,56,36,42,75,65,78,45
11.08.2014,62,46,79,66,42,53,115,53,57,41,43,76,66,83,46
12.08.2014,62,43,77,63,39,53,113,53,55,38,43,76,64,76,46
13.08.2014,59,42,72,62,38,48,110,49,54,33,41,75,59,75,44
14.08.2014,59,43,74,67,39,51,112,50,55,36,46,79,62,78,45
15.08.2014,59,40,72,63,36,47,112,50,53,33,41,75,59,76,44
16.08.2014,59,40,72,63,37,48,112,50,53,36,41,73,59,76,45
17.08.2014,60,40,72,62,37,47,112,49,54,32,41,73,59,75,44
18.08.2014,58,42,72,62,38,50,111,50,55,36,41,73,60,75,45
19.08.2014,58,39,72,63,37,48,111,48,52,33,41,74,58,75,44
20.08.2014,57,41,69,62,38,48,110,48,52,33,41,73,56,74,44
21.08.2014,57,38,68,60,35,47,106,46,50,32,40,72,55,73,45
22.08.2014,57,39,68,59,36,47,105,47,50,31,40,71,55,73,45
23.08.2014,57,40,69,60,38,49,104,47,51,33,40,73,58,75,45
24.08.2014,57,38,69,62,35,47,106,47,50,31,41,74,56,77,43
25.08.2014,67,41,76,69,36,54,108,58,57,39,50,78,62,82,47
26.08.2014,72,42,76,62,38,50,103,54,53,35,48,69,61,74,48
27.08.2014,63,40,73,62,42,52,102,47,50,34,41,70,58,74,45
28.08.2014,58,39,68,61,38,48,98,48,49,33,41,70,59,75,44
29.08.2014,58,39,68,59,37,47,100,47,50,32,39,68,56,73,43
30.08.2014,56,39,66,58,36,47,97,46,50,31,37,67,56,71,43
31.08.2014,57,39,66,59,36,47,98,46,50,31,38,67,57,71,43
01.09.2014,56,39,66,59,37,47,98,46,50,32,38,67,57,72,43
02.09.2014,56,40,67,59,37,47,99,47,50,32,38,68,57,73,43
03.09.2014,57,39,68,60,37,48,99,47,51,32,39,69,57,74,44
04.09.2014,57,40,68,60,37,48,100,47,51,32,39,69,57,74,43
05.09.2014,57,40,68,61,38,49,101,47,52,32,39,70,58,75,44
06.09.2014,57,41,69,61,38,49,102,48,53,33,40,71,59,76,45
07.09.2014,57,41,69,61,38,49,104,48,52,33,40,72,60,75,44
08.09.2014,57,41,69,62,39,50,103,48,53,33,40,72,60,76,45
09.09.2014,61,42,72,63,40,51,105,50,54,36,44,72,61,77,46
10.09.2014,59,40,67,61,38,50,101,48,52,34,41,71,59,76,44
11.09.2014,60,41,68,62,38,50,102,49,52,34,40,72,60,76,45
12.09.2014,59,41,69,63,37,50,100,49,52,33,40,73,60,77,44
13.09.2014,58,42,67,60,38,49,100,48,52,33,39,67,59,74,44
14.09.2014,58,41,67,60,37,48,102,47,51,32,38,67,58,74,44
15.09.2014,60,41,69,61,37,50,102,48,52,33,39,68,59,75,44
16.09.2014,60,42,68,61,38,50,103,48,52,34,39,69,60,76,44
17.09.2014,60,42,69,62,38,50,104,48,52,33,40,70,60,76,44
18.09.2014,60,42,70,62,38,51,104,49,53,34,40,70,61,77,44
19.09.2014,60,43,70,62,40,51,104,49,53,34,41,71,61,77,45
20.09.2014,60,43,70,62,40,51,104,49,53,34,41,71,61,78,45
21.09.2014,60,44,70,63,41,52,105,50,54,35,42,71,61,78,46
22.09.2014,67,44,78,65,41,60,107,58,56,42,46,75,71,81,50
23.09.2014,62,41,74,68,37,52,107,47,51,32,46,77,58,82,44
24.09.2014,56,43,66,59,38,47,96,48,54,35,38,66,56,72,44
25.09.2014,57,46,66,59,38,47,96,47,50,33,38,67,56,73,44
26.09.2014,57,39,67,60,37,48,97,47,50,33,39,67,57,74,44
27.09.2014,56,39,66,60,36,47,96,46,48,32,38,67,56,73,43
28.09.2014,56,39,66,59,36,47,97,45,48,31,38,67,56,73,43
29.09.2014,57,39,67,60,37,47,98,46,49,32,39,67,56,73,43
30.09.2014,57,39,66,60,37,47,96,46,49,32,38,67,57,73,43
01.10.2014,57,39,67,60,37,48,97,47,50,32,38,68,57,74,43
02.10.2014,58,40,68,61,38,48,98,47,50,33,39,69,58,76,44
03.10.2014,58,40,69,62,39,49,98,48,51,33,39,70,59,77,44
04.10.2014,59,40,69,62,39,50,101,47,51,34,40,70,59,77,45
05.10.2014,58,40,67,61,38,48,98,46,50,33,38,69,58,75,44
06.10.2014,59,40,67,62,38,48,99,47,50,33,39,69,58,75,44
07.10.2014,59,43,68,62,40,49,99,47,50,33,40,70,59,76,44
08.10.2014,60,43,71,65,43,50,,51,51,37,44,70,61,78,46
09.10.2014,60,44,71,,42,56,,53,,40,44,75,63,82,48
10.10.2014,66,40,69,,40,53,,48,,39,43,75,60,84,46
11.10.2014,59,38,66,,37,46,,45,,31,37,66,56,71,43
12.10.2014,58,40,67,,39,50,,47,,37,38,69,58,75,44
13.10.2014,59,39,67,,37,48,,46,,32,40,67,58,72,44
14.10.2014,58,39,66,,41,49,,46,,34,38,73,56,79,44
15.10.2014,57,39,66,,37,46,,45,,32,37,70,56,77,43
16.10.2014,57,39,66,,37,47,,46,,32,37,65,57,71,43
17.10.2014,58,38,66,58,36,47,,47,,32,38,65,57,71,43
18.10.2014,57,39,66,59,36,47,,47,,32,38,66,57,71,43
19.10.2014,59,43,70,61,40,50,,49,,40,42,68,60,77,46
20.10.2014,59,40,69,59,37,48,,47,,35,40,67,57,74,45
21.10.2014,58,40,66,58,38,47,,46,,32,37,66,57,72,43
22.10.2014,55,38,65,58,36,46,,45,,30,36,64,55,71,42
23.10.2014,56,38,65,57,36,46,,45,,30,36,64,56,70,42
24.10.2014,56,38,65,58,36,46,,45,,30,37,64,56,70,42
25.10.2014,56,39,65,58,37,46,,45,,30,37,65,56,71,43
26.10.2014,56,40,66,59,38,48,,47,,33,38,66,58,72,44
27.10.2014,58,39,68,60,36,51,,47,51,33,41,66,60,73,44
28.10.2014,56,39,66,59,37,47,107,46,48,32,38,67,56,73,43
29.10.2014,57,41,67,60,40,48,96,48,52,35,38,67,58,73,45
30.10.2014,56,38,66,61,36,49,96,46,49,32,38,69,57,75,43
31.10.2014,56,38,66,59,36,46,96,46,48,31,37,66,56,72,43
01.11.2014,56,39,66,60,36,47,95,47,50,32,38,67,57,73,43
02.11.2014,57,41,67,60,38,48,98,47,50,33,39,66,58,73,47
03.11.2014,57,44,68,60,39,48,95,49,52,34,39,67,58,73,46
04.11.2014,58,42,68,61,39,49,96,48,51,34,40,68,58,74,46
05.11.2014,57,42,67,61,39,48,95,47,50,33,39,67,57,74,43
06.11.2014,64,47,74,61,39,50,102,55,57,33,42,68,61,74,50
07.11.2014,60,38,72,67,38,52,104,50,51,35,42,79,60,83,47
08.11.2014,58,38,66,60,36,48,99,47,49,32,38,66,57,72,43
09.11.2014,56,39,65,58,37,46,94,47,49,31,37,65,56,71,43
10.11.2014,57,40,67,59,38,48,95,47,50,34,38,66,58,72,44
11.11.2014,59,42,72,62,39,51,99,52,56,39,41,68,64,75,46
12.11.2014,57,38,66,60,37,48,108,46,49,32,39,68,56,73,43
13.11.2014,56,39,66,61,38,48,108,46,49,33,38,68,58,73,43
14.11.2014,56,39,66,60,38,48,95,46,49,33,39,67,57,73,43
15.11.2014,58,40,67,60,38,48,96,47,50,33,39,68,58,73,44
16.11.2014,58,39,66,59,37,47,95,46,49,32,38,66,57,72,44
17.11.2014,58,40,66,60,39,48,95,47,49,33,38,67,58,73,44
18.11.2014,59,40,67,61,37,48,96,47,50,34,39,67,58,73,44
19.11.2014,59,40,67,60,38,48,96,47,50,33,39,67,58,73,44
20.11.2014,60,40,67,60,38,48,96,47,50,33,39,68,58,73,44
21.11.2014,63,43,70,63,41,54,97,52,54,39,43,69,63,77,48
22.11.2014,57,40,67,60,39,47,93,47,49,34,40,67,56,70,44
23.11.2014,56,39,63,59,37,46,92,44,48,32,40,65,55,69,43
24.11.2014,55,40,61,58,39,44,90,43,47,31,38,64,53,69,42
25.11.2014,55,41,62,58,39,45,90,44,50,33,38,64,53,68,43
26.11.2014,55,40,61,58,38,45,89,44,50,32,38,64,53,68,46
27.11.2014,57,40,64,59,38,46,90,44,49,33,39,64,54,69,44
28.11.2014,54,38,60,56,36,43,89,42,48,31,37,63,52,67,43
29.11.2014,53,38,60,56,37,43,89,43,49,31,36,64,52,67,43
30.11.2014,54,38,60,57,37,44,91,42,47,31,37,65,53,68,42
01.12.2014,55,38,61,57,38,44,91,43,49,31,38,65,53,68,43
02.12.2014,54,39,,57,38,44,90,41,47,30,38,65,52,67,42
03.12.2014,53,39,59,56,38,44,90,41,47,31,37,64,52,67,42
04.12.2014,53,39,60,56,37,44,90,42,48,31,37,65,52,67,43
05.12.2014,56,40,64,57,38,47,93,45,49,31,37,64,55,66,43
06.12.2014,58,45,69,59,41,52,96,52,57,44,40,65,60,69,46
07.12.2014,57,39,66,59,37,49,93,47,49,33,39,67,57,69,44
08.12.2014,56,42,66,58,40,48,94,49,54,40,38,65,57,68,45
09.12.2014,56,37,66,57,35,46,94,45,47,31,38,65,55,67,42
10.12.2014,55,41,65,57,37,46,94,45,48,32,37,64,55,67,43
11.12.2014,56,39,65,58,37,47,94,46,49,32,38,65,56,69,43
12.12.2014,56,41,66,58,38,47,95,46,50,34,38,66,56,69,43
13.12.2014,59,41,67,61,39,51,96,50,52,36,40,68,59,73,45
14.12.2014,54,38,62,56,35,46,92,44,47,30,36,65,53,69,43
15.12.2014,54,39,63,57,37,46,93,45,49,31,36,65,54,69,42
16.12.2014,55,38,64,58,37,47,95,46,49,33,38,66,56,70,43
17.12.2014,55,39,65,58,36,46,96,45,48,31,37,66,56,70,43
18.12.2014,55,38,65,57,36,46,96,47,49,32,37,66,57,71,43
19.12.2014,57,39,69,60,36,49,97,50,52,35,37,68,58,73,45
20.12.2014,54,38,64,56,35,45,93,45,47,30,36,65,55,70,43
21.12.2014,57,38,65,56,36,46,93,45,48,30,37,65,55,70,43
22.12.2014,56,40,65,57,36,47,88,45,49,31,38,64,55,71,44
23.12.2014,51,39,60,54,35,45,86,43,47,31,36,63,53,70,40
24.12.2014,50,38,59,53,35,42,86,42,46,29,34,58,52,68,40
25.12.2014,49,38,56,50,35,42,79,41,45,28,31,61,51,66,39
26.12.2014,50,38,56,49,35,,78,40,45,27,31,,51,65,
27.12.2014,48,38,54,50,35,,75,41,45,28,31,55,51,65,38
28.12.2014,48,36,53,48,33,37,75,40,43,26,30,58,49,64,38
29.12.2014,48,36,53,47,33,36,75,40,44,26,30,47,49,63,38
30.12.2014,49,40,53,47,35,37,74,40,44,27,31,,50,63,39
31.12.2014,47,38,52,48,35,36,72,39,44,27,30,53,48,62,40
